title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3,hasFemaleDirector,hasFemaleWriter,primaryDirGender,primaryWriterGender
"Client, The",1994,109446.0,1535,3,6.7,73867.0,119,Crime,Drama,Mystery,0,0,M,M
Amateur,1994,109093.0,1571,3,6.8,7112.0,105,Comedy,Crime,Drama,0,0,M,M
"Professional, The",1994,110413.0,1755,3,8.5,1249536.0,110,Action,Crime,Drama,0,0,M,M
Bad Girls,1994,109198.0,1786,3,5.2,13568.0,99,Action,Adventure,Drama,0,1,M,M
Go Fish,1994,109913.0,1788,3,5.7,2332.0,83,Comedy,Drama,Romance,1,1,F,F
Naked Gun 33 1/3: The Final Insult,1994,110622.0,1826,2,6.5,112205.0,83,Comedy,Crime,,0,0,M,unknown
Beverly Hills Cop III,1994,109254.0,1850,0,5.5,88026.0,104,Action,Comedy,Crime,0,0,M,M
Police Academy: Mission to Moscow,1994,110857.0,1914,1,3.5,36276.0,83,Comedy,Crime,,0,1,M,M
Ed Wood,1994,109707.0,1920,3,7.8,184231.0,127,Biography,Comedy,Drama,0,0,M,M
Eat Drink Man Woman,1994,111797.0,2121,3,7.8,23266.0,124,Comedy,Drama,Romance,0,0,unknown,unknown
Muriel&#39;s Wedding,1994,110598.0,2209,3,7.2,41819.0,106,Comedy,Drama,,0,0,unknown,unknown
Mina Tannenbaum,1994,110521.0,2210,3,7.1,1062.0,128,Drama,,,1,1,F,F
Crooklyn,1994,109504.0,2350,3,7.0,11372.0,115,Comedy,Drama,,0,0,unknown,unknown
"Shadow, The",1994,111143.0,2535,0,6.0,27211.0,108,Action,Adventure,Crime,0,0,M,M
Priest,1994,110889.0,2852,3,7.1,11059.0,98,Drama,Romance,,1,0,F,M
Fear City: A Family-Style Comedy,1994,109440.0,2972,3,7.5,10467.0,100,Comedy,Horror,,0,1,M,M
Blue Sky,1994,109306.0,3004,3,6.4,8202.0,101,Drama,Romance,,0,1,M,M
J&#39;ai pas sommeil,1994,110171.0,3008,3,6.9,1380.0,110,Drama,Mystery,Romance,1,1,F,unknown
Trading Mom,1994,111470.0,3044,3,5.4,2183.0,82,Comedy,Family,Fantasy,1,1,F,F
"Hudsucker Proxy, The",1994,110074.0,3062,1,7.2,85222.0,111,Comedy,Drama,Fantasy,0,0,M,M
"Last Seduction, The",1994,110308.0,3104,1,7.0,25907.0,110,Crime,Drama,Romance,0,0,M,M
Wing Chun,1994,111800.0,3106,2,6.9,3515.0,96,Action,Comedy,Drama,0,1,unknown,F
Giorgino,1994,109900.0,3133,3,7.4,1077.0,177,Adventure,Drama,Horror,0,0,M,M
"Fantastic Four, The",1994,109770.0,3162,1,3.8,7612.0,90,Action,Adventure,Family,0,0,unknown,M
I Like It Like That,1994,110091.0,3179,3,6.7,1854.0,104,Comedy,Drama,Romance,0,0,M,M
No Escape,1994,110678.0,3243,0,6.1,22769.0,118,Action,Drama,Sci-Fi,0,0,M,M
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),1994,109277.0,3331,3,7.7,2259.0,60,Action,Animation,Comedy,0,1,M,unknown
Oleanna,1994,110722.0,3431,0,6.5,3626.0,89,Drama,Thriller,,0,0,M,M
"Adventures of Priscilla, Queen of the Desert, The",1994,109045.0,3501,3,7.5,55375.0,104,Comedy,Music,,0,0,M,M
Street Fighter,1994,111301.0,3522,3,4.1,75451.0,102,Action,Adventure,Comedy,0,0,M,M
Getting Any?,1994,110524.0,3657,0,6.1,3216.0,108,Comedy,,,0,0,M,M
"Specialist, The",1994,111255.0,3788,1,5.6,69922.0,110,Action,Drama,Thriller,0,1,M,M
"Crow, The",1994,109506.0,3820,3,7.5,204563.0,102,Action,Crime,Drama,0,0,M,M
"Corrina, Corrina",1994,109484.0,3840,3,6.6,14198.0,115,Comedy,Drama,Romance,1,1,F,F
"Swan Princess, The",1994,111333.0,3973,1,6.4,27129.0,90,Adventure,Animation,Comedy,0,0,M,M
Chungking Express,1994,109424.0,4056,1,8.0,96354.0,102,Comedy,Crime,Drama,0,0,unknown,unknown
"Road to Wellville, The",1994,111001.0,4112,3,5.9,13257.0,118,Comedy,Drama,,0,0,M,unknown
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,1994,110054.0,4326,3,6.3,6092.0,95,Action,Adventure,Comedy,0,0,unknown,unknown
It&#39;s Pat,1994,110169.0,4421,3,2.7,10497.0,77,Comedy,,,0,1,M,F
Three Colors: White,1994,111507.0,4515,1,7.6,79859.0,92,Comedy,Drama,Romance,0,1,M,M
Sister My Sister,1994,111205.0,4602,3,6.5,3674.0,86,Drama,Thriller,,1,1,F,F
Star Trek Generations,1994,111280.0,4618,3,6.6,87181.0,118,Action,Adventure,Mystery,0,0,M,M
Birds 2: Land&#39;s End,1994,109275.0,4645,3,3.3,1897.0,87,Horror,,,0,1,M,F
"Mask, The",1994,110475.0,4697,1,6.9,422732.0,101,Action,Comedy,Crime,0,0,M,M
Felidae,1994,109791.0,4717,1,7.0,4974.0,82,Animation,Drama,Mystery,0,0,M,M
Legends of the Fall,1994,110322.0,4841,3,7.5,183663.0,133,Drama,Romance,War,0,1,M,F
Uncovered,1994,111549.0,4869,3,5.7,2714.0,103,Mystery,Thriller,,0,0,M,M
Brainscan,1994,109327.0,4920,1,6.0,12956.0,96,Horror,Sci-Fi,,0,0,M,M
Quiz Show,1994,110932.0,4954,2,7.5,73474.0,133,Biography,Drama,History,0,0,M,M
Color of Night,1994,109456.0,5078,3,5.2,25806.0,121,Drama,Mystery,Romance,0,0,M,M
In the Mouth of Madness,1994,113409.0,5206,1,7.1,79615.0,95,Drama,Fantasy,Horror,0,0,M,M
A.P.E.X.,1994,109144.0,5334,1,4.4,1207.0,98,Action,Sci-Fi,,0,0,M,M
Airheads,1994,109068.0,5341,1,6.2,56511.0,92,Comedy,Crime,Music,0,0,M,M
Natural Born Killers,1994,110632.0,5459,3,7.2,252382.0,119,Action,Crime,Romance,0,0,M,M
"Flintstones, The",1994,109813.0,5738,3,5.0,86741.0,91,Comedy,Family,Fantasy,0,0,M,M
Wrony,1994,111751.0,5890,3,7.2,702.0,66,Drama,,,1,1,F,F
"Little Rascals, The",1994,110366.0,5909,2,6.3,56412.0,82,Comedy,Family,Romance,1,1,F,F
New Nightmare,1994,111686.0,6029,3,6.4,64417.0,112,Fantasy,Horror,Mystery,0,0,M,M
See How They Fall,1994,110958.0,6154,1,6.5,1335.0,90,Crime,Drama,,0,1,M,M
Four Weddings and a Funeral,1994,109831.0,6451,3,7.1,166727.0,117,Comedy,Drama,Romance,0,0,M,M
Serial Mom,1994,111127.0,6477,3,6.8,32850.0,95,Comedy,Crime,Thriller,0,0,M,M
Black Beauty,1994,109279.0,6981,3,6.6,10700.0,88,Adventure,Drama,Family,1,1,F,F
Dias contados,1994,109699.0,7032,3,6.5,2308.0,93,Crime,Drama,Thriller,0,0,M,M
D2: The Mighty Ducks,1994,109520.0,7160,1,6.1,43149.0,106,Comedy,Drama,Family,0,0,M,M
Death and the Maiden,1994,109579.0,7211,0,7.2,26891.0,103,Drama,Mystery,Thriller,0,0,M,M
I.Q.,1994,110099.0,7263,0,6.2,26664.0,100,Comedy,Romance,,0,0,M,M
Don&#39;t Drink the Water,1994,109644.0,7295,1,6.2,3848.0,92,Comedy,,,0,0,M,M
It Could Happen to You,1994,110167.0,7643,1,6.4,44824.0,101,Comedy,Drama,Romance,0,1,M,F
"Legend of Drunken Master, The",1994,111512.0,7933,3,7.5,49030.0,102,Action,Comedy,,0,0,unknown,M
Lakota Woman: Siege at Wounded Knee,1994,110297.0,7935,3,7.0,331.0,100,Drama,,,0,1,M,F
Kan du vissla Johanna?,1994,110236.0,7972,0,6.7,2127.0,55,Family,,,0,0,unknown,M
"Secret of Roan Inish, The",1994,111112.0,8446,3,7.4,9898.0,103,Drama,Family,Fantasy,0,1,M,F
Sirens,1994,111201.0,8460,3,5.9,11537.0,98,Comedy,Drama,Romance,0,0,M,M
Jenny&#39;s Wedding,1994,3289712.0,8494,3,5.6,11947.0,94,Comedy,Drama,Romance,1,1,F,F
Die gottliche Ordnung,1994,5818818.0,8592,3,7.1,3049.0,96,Comedy,Drama,,1,1,F,F
Vive L&#39;Amour,1994,109066.0,8735,0,7.4,4814.0,118,Drama,Romance,,0,0,unknown,unknown
Miracle on 34th Street,1994,110527.0,8990,3,6.6,43942.0,114,Drama,Family,Fantasy,0,1,M,F
Clear and Present Danger,1994,109444.0,9108,0,6.9,108256.0,141,Action,Crime,Drama,0,0,M,M
"Next Karate Kid, The",1994,110657.0,9406,3,4.5,33904.0,107,Action,Drama,Family,0,0,M,M
Revenge of the Musketeers,1994,109798.0,9525,3,5.8,3600.0,125,Action,Adventure,Comedy,0,0,M,M
Men of War,1994,110490.0,9768,1,5.6,4610.0,102,Action,Drama,Thriller,0,0,M,M
Pentathlon,1994,110805.0,9772,0,4.3,2024.0,101,Action,Drama,Thriller,0,0,M,M
Twilight Zone: Rod Serling&#39;s Lost Classics,1994,111520.0,9780,2,6.2,1298.0,89,Drama,Fantasy,Horror,0,0,M,M
Voll normaaal,1994,111640.0,9811,1,5.4,3589.0,91,Animation,Comedy,Thriller,0,0,M,M
Picture Bride,1994,114129.0,9814,3,6.6,1186.0,94,Drama,Romance,,1,1,F,F
Renaissance Man,1994,110971.0,10077,2,6.2,19087.0,128,Comedy,Drama,,1,0,F,M
When a Man Loves a Woman,1994,111693.0,10178,3,6.5,23619.0,126,Drama,Romance,,0,0,M,M
Satantango,1994,111341.0,10672,2,8.2,12621.0,439,Drama,,,0,0,M,M
"Ref, The",1994,110955.0,10700,3,6.9,26587.0,97,Comedy,Crime,Drama,0,1,M,F
Clifford,1994,109447.0,10901,3,5.5,8563.0,90,Comedy,,,0,0,M,M
"Usual Suspects, The",1995,114814.0,54,1,8.5,1148331.0,106,Crime,Drama,Mystery,0,0,M,M
Se7en,1995,114369.0,69,1,8.6,1805462.0,127,Crime,Drama,Mystery,0,0,M,M
Toy Story,1995,114709.0,87,1,8.3,1071627.0,81,Adventure,Animation,Comedy,0,0,M,M
Hackers,1995,113243.0,97,2,6.2,75140.0,105,Crime,Drama,Romance,0,0,M,M
Casper,1995,112642.0,106,3,6.2,147199.0,100,Comedy,Family,Fantasy,0,1,M,M
Outbreak,1995,114069.0,110,3,6.6,138100.0,127,Action,Drama,Thriller,0,1,M,F
Die Hard: With a Vengeance,1995,112864.0,147,1,7.6,409085.0,128,Action,Adventure,Thriller,0,0,M,M
Empire Records,1995,112950.0,163,3,6.7,62101.0,90,Comedy,Drama,Music,0,1,M,F
Billy Madison,1995,112508.0,184,1,6.4,157077.0,89,Comedy,,,1,0,F,M
Braveheart,1995,112573.0,205,2,8.3,1093848.0,178,Biography,Drama,War,1,0,F,M
Pocahontas,1995,114148.0,207,3,6.7,203572.0,81,Adventure,Animation,Drama,0,1,M,M
Sense and Sensibility,1995,114388.0,267,3,7.7,126107.0,136,Drama,Romance,,0,1,unknown,F
Mimi wo sumaseba (Whisper of the Heart),1995,113824.0,287,3,7.8,73062.0,111,Animation,Drama,Family,0,1,M,F
"Bridges of Madison County, The",1995,112579.0,294,3,7.6,89219.0,135,Drama,Romance,,0,0,M,M
Mallrats,1995,113749.0,489,2,7.0,129051.0,94,Comedy,Romance,,0,0,M,M
Showgirls,1995,114436.0,566,3,5.1,74919.0,128,Drama,,,0,0,M,M
Tank Girl,1995,114614.0,569,3,5.4,34874.0,104,Action,Comedy,Sci-Fi,1,1,F,M
Cold Comfort Farm,1995,112701.0,637,3,7.2,7553.0,105,Comedy,Romance,,0,1,M,M
How to Make an American Quilt,1995,113347.0,640,3,6.3,12523.0,117,Comedy,Drama,Romance,1,1,F,M
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),1995,113568.0,659,0,7.9,157502.0,83,Action,Animation,Crime,0,0,M,unknown
Strange Days,1995,114558.0,675,3,7.2,78601.0,145,Crime,Drama,Sci-Fi,1,0,F,M
Clueless,1995,112697.0,749,3,6.9,246959.0,97,Comedy,Romance,,1,1,F,F
Now and Then,1995,114011.0,897,3,6.8,32532.0,102,Comedy,Drama,Romance,1,0,F,unknown
Circle of Friends,1995,112679.0,905,3,6.6,9247.0,103,Drama,Romance,,0,1,unknown,M
When Night is Falling,1995,114916.0,947,3,6.5,7447.0,94,Drama,Romance,,1,1,F,F
Mortal Kombat,1995,113855.0,955,1,5.8,124873.0,101,Action,Adventure,Fantasy,0,0,M,M
Welcome to the Dollhouse,1995,114906.0,974,3,7.4,37289.0,88,Comedy,Drama,,0,0,M,M
Antonia&#39;s Line,1995,112379.0,982,3,7.4,9492.0,102,Comedy,Drama,,1,1,F,F
Four rooms,1995,113101.0,986,3,6.7,111304.0,98,Comedy,,,1,1,F,F
Batman Forever,1995,112462.0,1024,1,5.4,267090.0,121,Action,Adventure,,0,1,M,M
Balto,1995,112453.0,1031,2,7.1,48248.0,78,Adventure,Animation,Drama,0,1,M,M
While You Were Sleeping,1995,114924.0,1032,3,6.8,114374.0,103,Comedy,Drama,Romance,0,0,M,M
Heat,1995,113277.0,1037,2,8.3,721830.0,170,Action,Crime,Drama,0,0,M,M
French Kiss,1995,113117.0,1132,2,6.6,53208.0,111,Comedy,Drama,Romance,0,0,M,M
A Goofy Movie,1995,113198.0,1160,2,6.9,62983.0,78,Adventure,Animation,Comedy,0,0,M,unknown
Gold Diggers: The Secret of Bear Mountain,1995,113188.0,1433,3,6.0,4989.0,93,Adventure,Drama,Family,0,0,M,M
A little princess,1995,113670.0,1435,3,7.6,36789.0,97,Drama,Family,Fantasy,0,1,M,F
Sabrina,1995,114319.0,1643,3,6.3,44551.0,127,Comedy,Drama,Romance,0,1,M,M
Apollo 13,1995,112384.0,2060,3,7.7,316461.0,140,Adventure,Drama,History,0,0,M,M
Boys on the Side,1995,112571.0,2071,3,6.5,14196.0,115,Comedy,Drama,,0,0,M,M
Copycat,1995,112722.0,2100,3,6.6,66178.0,123,Drama,Mystery,Thriller,0,1,M,F
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,114682.0,2163,3,6.7,36764.0,109,Comedy,Drama,,0,0,unknown,M
Casino,1995,112641.0,2220,2,8.2,565866.0,178,Crime,Drama,,0,0,M,M
Waterworld,1995,114898.0,2303,2,6.3,210502.0,135,Action,Adventure,Sci-Fi,0,0,M,M
Safe,1995,114323.0,2366,3,7.1,17309.0,119,Drama,,,0,0,M,M
Dolores Claiborne,1995,109642.0,2394,3,7.4,48537.0,132,Crime,Drama,Mystery,0,0,M,M
Butterfly Kiss,1995,112604.0,2422,3,6.3,2081.0,88,Comedy,Drama,Romance,0,0,M,M
Canadian Bacon,1995,109370.0,2573,1,5.9,18012.0,91,Action,Comedy,,0,0,M,M
"Addiction, The",1995,112288.0,2684,3,6.4,11556.0,82,Drama,Horror,,0,0,M,M
"Celluloid Closet, The",1995,112651.0,2690,3,7.8,7527.0,102,Documentary,History,,0,1,M,M
Rumble in the Bronx (Hung fan kui),1995,113326.0,2835,1,6.7,46140.0,87,Action,Comedy,Crime,0,0,M,M
Twelve Monkeys,1995,114746.0,2864,1,8.0,647905.0,129,Mystery,Sci-Fi,Thriller,0,1,M,M
Dangerous Minds,1995,112792.0,2882,3,6.5,57195.0,99,Biography,Drama,,0,0,M,unknown
"Net, The",1995,113957.0,2914,3,6.0,74006.0,114,Action,Crime,Drama,0,0,M,M
"Incredibly True Adventures of Two Girls in Love, The",1995,113416.0,2931,3,6.6,5097.0,94,Comedy,Drama,Romance,1,1,F,F
Serving in Silence,1995,114395.0,3027,3,7.0,1198.0,91,Biography,Drama,,0,1,M,F
"Baby-Sitters Club, The",1995,112435.0,3090,3,5.7,6221.0,94,Comedy,Drama,Family,1,1,F,F
"Pebble and the Penguin, The",1995,114108.0,3267,2,5.5,5551.0,74,Adventure,Animation,Comedy,0,1,M,F
Fallen Angels,1995,112913.0,3298,1,7.5,51262.0,99,Comedy,Crime,Drama,0,0,unknown,unknown
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",1995,112513.0,3332,3,7.4,1816.0,75,Action,Animation,Comedy,0,1,M,unknown
Mighty Morphin Power Rangers: The Movie,1995,113820.0,3370,3,5.3,30065.0,95,Action,Adventure,Family,0,0,M,M
"American President, The",1995,112346.0,3684,3,6.8,60743.0,114,Comedy,Drama,Romance,0,0,M,M
Jumanji,1995,113497.0,3801,3,7.1,378301.0,104,Adventure,Comedy,Family,0,0,M,M
La Haine,1995,113247.0,3877,0,8.1,197423.0,98,Crime,Drama,,0,0,M,M
Before Sunrise,1995,112471.0,4020,0,8.1,340743.0,101,Drama,Romance,,0,1,M,M
Species,1995,114508.0,4169,3,5.9,85486.0,108,Action,Horror,Sci-Fi,0,0,M,M
"Quick and the Dead, The",1995,114214.0,4247,3,6.5,103148.0,108,Action,Drama,Romance,0,0,M,M
Assassins,1995,112401.0,4640,1,6.3,88342.0,133,Action,Crime,Thriller,0,1,M,F
Maborosi,1995,113725.0,4678,3,7.5,7368.0,110,Drama,,,0,1,M,F
Underground,1995,114787.0,4749,1,8.0,61372.0,167,Comedy,Drama,Fantasy,0,0,M,unknown
Congo,1995,112715.0,4902,0,5.3,48801.0,109,Action,Adventure,Mystery,0,0,M,M
Home for the holidays,1995,113321.0,4904,3,6.6,14577.0,103,Comedy,Drama,Romance,1,0,F,M
Dracula: Dead and Loving It,1995,112896.0,5084,3,5.8,45309.0,88,Comedy,Fantasy,Horror,1,1,F,F
Ringu Kanzenban,1995,235133.0,5199,1,6.3,603.0,95,Horror,Mystery,,0,0,unknown,unknown
Devil in a Blue Dress,1995,112857.0,5317,1,6.8,24446.0,102,Crime,Drama,Mystery,0,0,M,M
"City of Lost Children, The",1995,112682.0,5596,3,7.5,71784.0,112,Adventure,Drama,Fantasy,0,0,M,M
Dragon Ball Z: Wrath of the Dragon,1995,142243.0,5655,2,7.4,9719.0,52,Action,Animation,Sci-Fi,0,0,M,M
Ace Ventura: When Nature Calls,1995,112281.0,5710,0,6.4,234143.0,90,Adventure,Comedy,Crime,0,0,M,M
Dilwale Dulhania Le Jayenge,1995,112870.0,5728,3,8.0,77403.0,181,Drama,Romance,,0,0,M,M
Kids,1995,113540.0,5771,3,7.0,84860.0,91,Drama,,,0,1,M,F
Dead Presidents,1995,112819.0,5812,3,6.9,24597.0,119,Action,Crime,Drama,0,0,M,M
First Knight,1995,113071.0,5816,2,6.0,78881.0,134,Action,Adventure,Drama,0,0,M,M
Higher Learning,1995,113305.0,5823,3,6.5,21602.0,128,Crime,Drama,Thriller,0,0,M,M
GoldenEye,1995,113189.0,6251,3,7.2,270666.0,130,Action,Adventure,Thriller,0,0,M,M
Othello,1995,114057.0,6544,2,6.8,10194.0,123,Drama,Romance,,0,0,M,M
Desperado,1995,112851.0,6625,1,7.1,198086.0,104,Action,Crime,Drama,0,0,M,M
Party Girl,1995,114095.0,6912,3,6.5,6820.0,94,Comedy,Drama,Romance,1,1,F,M
Nadie hablara de nosotras cuando hayamos muerto,1995,113918.0,7073,3,6.9,2217.0,104,Crime,Drama,Thriller,0,0,M,M
Babe,1995,112431.0,7364,3,6.9,134497.0,91,Comedy,Drama,Family,0,0,M,M
El dia de la bestia,1995,112922.0,7388,3,7.3,23875.0,99,Action,Comedy,Crime,0,0,unknown,M
Village of the Damned,1995,114852.0,7547,3,5.6,34304.0,98,Horror,Sci-Fi,Thriller,0,0,M,M
Grim,1995,113221.0,7566,3,2.3,1188.0,86,Horror,,,0,0,M,M
Catnapped! The Movie,1995,114689.0,7568,3,6.9,204.0,77,Adventure,Animation,Family,0,1,M,M
Nick of Time,1995,113972.0,7651,3,6.3,45246.0,90,Action,Crime,Drama,0,0,M,M
Land and Freedom,1995,114671.0,7663,1,7.5,12125.0,109,Drama,War,,0,0,M,M
La flor de mi secreto,1995,113083.0,7702,3,7.0,12814.0,103,Comedy,Drama,,0,1,M,M
Friday,1995,113118.0,7791,2,7.2,125001.0,91,Comedy,Drama,,0,0,unknown,M
Tommy Boy,1995,114694.0,7805,3,7.1,97592.0,97,Adventure,Comedy,,0,1,M,F
Judge Dredd,1995,113492.0,7892,3,5.6,125182.0,96,Action,Crime,Sci-Fi,0,0,M,M
Magic in the Water,1995,113737.0,8442,1,5.4,2120.0,101,Adventure,Family,Fantasy,0,0,M,M
Dead Man Walking,1995,112818.0,8451,3,7.5,101978.0,122,Crime,Drama,,0,1,M,F
"Basketball Diaries, The",1995,112461.0,8526,1,7.3,121395.0,102,Biography,Crime,Drama,0,0,M,M
Total Eclipse,1995,114702.0,8539,1,6.5,16804.0,111,Biography,Drama,Romance,1,0,F,M
Tall Tale,1995,111359.0,8919,1,5.9,4278.0,96,Adventure,Family,Fantasy,0,0,M,M
Leaving Las Vegas,1995,113627.0,8923,2,7.5,135082.0,111,Drama,Romance,,0,0,M,M
Heavyweights,1995,110006.0,8930,0,6.6,30761.0,97,Comedy,Drama,Family,0,0,M,M
"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,112966.0,9064,0,6.6,18732.0,99,Comedy,Drama,Romance,0,0,M,M
Waiting To Exhale,1995,114885.0,9104,2,6.0,12237.0,124,Comedy,Drama,Romance,0,0,M,M
It Takes Two,1995,113442.0,9230,1,5.9,24952.0,101,Comedy,Family,Romance,0,1,M,F
Rob Roy,1995,114287.0,9588,0,6.9,45785.0,139,Adventure,Biography,Drama,0,0,M,M
Indira,1995,121401.0,9958,2,7.1,270.0,143,Drama,,,1,1,F,M
La c&eacute;r&eacute;monie,1995,112769.0,9991,3,7.5,13870.0,111,Crime,Drama,Thriller,0,1,M,F
Major Payne,1995,110443.0,10039,0,6.3,39178.0,95,Adventure,Comedy,Family,0,0,M,M
Les apprentis,1995,112386.0,10069,1,7.0,1130.0,95,Comedy,,,0,0,M,M
"Cure, The",1995,112757.0,10179,1,7.7,10716.0,97,Adventure,Drama,,0,0,M,M
Mr. Holland&#39;s Opus,1995,113862.0,10198,3,7.3,41767.0,143,Drama,Music,,0,0,M,M
Bad Boys,1995,112442.0,10281,1,6.8,287584.0,119,Action,Comedy,Crime,0,0,M,M
Grumpier Old Men,1995,113228.0,10697,3,6.6,29796.0,101,Comedy,Romance,,0,0,M,M
Cutthroat Island,1995,112760.0,10715,1,5.7,30654.0,124,Action,Adventure,Comedy,1,0,F,M
Free Willy 2,1995,113114.0,10806,3,5.1,19619.0,95,Adventure,Drama,Family,0,1,M,F
Crimson Tide,1995,112740.0,10883,0,7.3,123704.0,116,Action,Drama,Thriller,0,0,M,M
Le hussard sur le toit,1995,113362.0,10992,3,7.0,6405.0,118,Adventure,Drama,Romance,0,1,M,M
"Rock, The",1996,117500.0,38,1,7.4,358986.0,136,Action,Adventure,Thriller,0,0,M,M
Jane Eyre,1996,116684.0,111,3,6.8,10226.0,112,Drama,Romance,,0,1,M,F
Spy Hard,1996,117723.0,129,1,5.3,40498.0,81,Action,Comedy,,0,0,M,M
Trainspotting,1996,117951.0,137,2,8.1,727324.0,93,Drama,,,0,0,M,M
Bound,1996,115736.0,182,3,7.3,61001.0,109,Crime,Thriller,,1,1,F,F
Matilda,1996,117008.0,369,3,7.0,175267.0,102,Comedy,Family,Fantasy,0,0,M,M
Broken Arrow,1996,115759.0,431,0,6.1,105489.0,108,Action,Adventure,Thriller,0,0,M,M
Space Jam,1996,117705.0,435,1,6.5,214158.0,88,Adventure,Animation,Comedy,0,0,M,M
Independence Day,1996,116629.0,444,3,7.0,607108.0,145,Action,Adventure,Sci-Fi,0,0,M,M
Mission: Impossible,1996,117060.0,445,1,7.2,471539.0,110,Action,Adventure,Thriller,0,0,M,M
From Dusk Till Dawn,1996,116367.0,448,1,7.2,341772.0,108,Action,Crime,Horror,0,0,M,M
"Cable Guy, The",1996,115798.0,449,1,6.1,178492.0,96,Comedy,Drama,Thriller,0,0,M,M
"Quest, The",1996,117420.0,525,0,5.6,28179.0,95,Action,Adventure,Drama,0,0,M,M
Down Periscope,1996,116130.0,535,0,6.2,26795.0,92,Comedy,,,0,0,M,M
Scream,1996,117571.0,649,3,7.4,389755.0,111,Horror,Mystery,,0,0,M,M
Libertarias,1996,113649.0,741,3,6.9,2213.0,125,Drama,History,War,0,0,M,M
Harriet the Spy,1996,116493.0,760,3,6.0,11100.0,100,Comedy,Drama,Family,1,1,F,F
Fire,1996,116308.0,881,3,7.1,6370.0,104,Crime,Drama,Romance,1,1,F,F
"First Wives Club, The",1996,116313.0,912,3,6.4,54394.0,103,Comedy,,,0,1,M,F
I Shot Andy Warhol,1996,116594.0,970,3,6.6,7127.0,103,Biography,Drama,,1,1,F,M
Girls Town,1996,116418.0,977,3,6.4,814.0,90,Comedy,Drama,,0,1,M,M
Foxfire,1996,116353.0,981,3,6.1,9765.0,102,Drama,Romance,,1,1,F,F
Freeway,1996,116361.0,1010,3,6.8,31878.0,102,Crime,Drama,Thriller,0,0,M,M
DragonHeart,1996,116136.0,1030,2,6.4,101945.0,103,Action,Adventure,Fantasy,0,0,M,M
"Hunchback of Notre Dame, The",1996,116583.0,1062,1,7.0,172136.0,91,Animation,Drama,Family,0,1,M,M
Twister,1996,117998.0,1082,3,6.5,215184.0,113,Action,Adventure,Thriller,0,1,M,M
Homeward Bound II: Lost in San Francisco,1996,116552.0,1087,1,5.9,16243.0,88,Adventure,Comedy,Family,0,1,M,M
Ridicule,1996,117477.0,1099,1,7.3,8196.0,102,Comedy,Drama,History,0,0,M,M
Muppet Treasure Island,1996,117110.0,1129,1,6.9,26636.0,99,Action,Adventure,Comedy,0,0,M,M
"Craft, The",1996,115963.0,1156,3,6.4,108179.0,101,Drama,Fantasy,Horror,0,0,M,M
101 Dalmatians,1996,115433.0,1172,3,5.7,117801.0,103,Adventure,Comedy,Crime,0,0,M,unknown
Hamlet,1996,116477.0,1233,1,7.7,40129.0,242,Drama,,,0,0,M,M
"Long Kiss Goodnight, The",1996,116908.0,1340,3,6.8,85851.0,121,Action,Crime,Drama,1,0,F,M
Love and Other Catastrophes,1996,116931.0,1343,3,6.4,2075.0,78,Comedy,Romance,,0,1,unknown,F
Secrets &amp; Lies,1996,117589.0,1411,3,8.0,47373.0,136,Comedy,Drama,,0,0,M,M
Escape from L.A.,1996,116225.0,1428,1,5.7,80757.0,101,Action,Adventure,Sci-Fi,0,1,M,M
Fly Away Home,1996,116329.0,1569,3,6.9,27189.0,107,Adventure,Drama,Family,0,0,M,M
Jingle All the Way,1996,116705.0,1722,1,5.7,116348.0,89,Adventure,Comedy,Family,0,0,M,M
Female Perversions,1996,116293.0,1791,3,5.4,2646.0,120,Drama,Fantasy,Thriller,1,1,F,F
Striptease,1996,117765.0,1818,3,4.5,48145.0,115,Comedy,Crime,Drama,0,0,M,M
Fargo,1996,116282.0,1852,2,8.1,728455.0,98,Crime,Thriller,,0,0,M,M
"Associate, The",1996,115580.0,1859,3,6.1,9105.0,114,Comedy,,,0,0,M,M
Beyond Silence (Jenseits der Stille),1996,116692.0,2106,3,7.4,4592.0,109,Drama,Music,,1,1,F,F
Set It Off,1996,117603.0,2154,3,6.9,18528.0,123,Action,Crime,Drama,0,1,unknown,M
Grace of my heart,1996,116442.0,2208,3,6.7,4086.0,116,Comedy,Drama,Music,1,1,F,F
Emma,1996,116191.0,2221,3,6.6,41712.0,120,Comedy,Drama,Romance,0,1,M,F
"English Patient, The",1996,116209.0,2449,3,7.4,201798.0,162,Drama,Romance,War,0,0,M,M
"Spitfire Grill, The",1996,117718.0,2885,3,7.0,7222.0,117,Drama,,,0,0,M,M
"Mirror Has Two Faces, The",1996,117057.0,2937,3,6.6,22619.0,126,Comedy,Drama,Romance,1,0,F,M
