title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3,hasFemaleDirector,hasFemaleWriter,primaryDirGender,primaryWriterGender
"Judge, The",2014,1872194.0,5838,2,7.4,205799.0,141,Crime,Drama,Mystery,0,0,M,M
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2014,1698641.0,5839,3,6.2,46676.0,81,Comedy,Drama,Family,0,1,M,M
Mange tes morts,2014,3720802.0,5847,0,6.3,521.0,94,Drama,Thriller,,0,0,unknown,unknown
Le Paradis,2014,3971202.0,5848,0,6.3,147.0,68,\N,,,0,0,M,M
"Book of Life, The",2014,2262227.0,5850,3,7.2,78237.0,95,Adventure,Animation,Comedy,0,0,M,M
Fury,2014,2713180.0,5862,1,7.6,549398.0,134,Action,Drama,War,0,0,M,M
Happy Christmas,2014,2955096.0,5870,3,5.4,8869.0,82,Comedy,Drama,,0,0,M,M
"Salvation, The",2014,2720680.0,5874,1,6.7,43296.0,92,Action,Drama,Thriller,0,0,M,M
Nightcrawler,2014,2872718.0,5887,3,7.8,606600.0,117,Crime,Drama,Thriller,0,0,M,M
Automata,2014,1971325.0,5892,1,6.0,59452.0,109,Action,Drama,Sci-Fi,0,0,M,M
John Wick,2014,2911666.0,5897,1,7.4,741585.0,101,Action,Crime,Thriller,0,0,M,M
Der Kleine Medicus - Geheimnisvolle Mission im Korper,2014,3832158.0,5899,3,5.1,127.0,78,Animation,Family,,0,1,M,M
Kraftidioten,2014,2675914.0,5900,1,7.1,29192.0,116,Action,Comedy,Crime,0,1,M,F
Interstellar,2014,816692.0,5902,3,8.7,2111636.0,169,Adventure,Drama,Sci-Fi,0,0,M,M
Big Hero 6,2014,2245084.0,5906,3,7.8,504093.0,102,Action,Adventure,Animation,0,0,M,M
Birdman,2014,2562232.0,5911,3,7.7,667736.0,119,Comedy,Drama,,0,0,M,M
Dear White People,2014,2235108.0,5918,3,6.2,26584.0,108,Comedy,Drama,Romance,0,0,M,M
Inherent Vice,2014,1791528.0,5922,1,6.6,110940.0,148,Comedy,Crime,Drama,0,0,M,M
Unutursam F&#305;s&#305;lda,2014,4114744.0,5924,2,7.5,14717.0,118,Drama,Music,Romance,0,0,unknown,unknown
Clouds of Sils Maria,2014,2452254.0,5927,3,6.7,31271.0,124,Drama,,,0,0,M,M
"Hunger Games: Mockingjay - Part 1, The",2014,1951265.0,5931,3,6.6,504597.0,123,Action,Adventure,Sci-Fi,0,1,M,M
Citizenfour,2014,4044364.0,5935,1,8.0,58067.0,114,Biography,Documentary,,1,1,F,F
Phoenix,2014,2764784.0,5940,3,7.3,20723.0,98,Drama,History,Music,0,0,M,M
"Imitation Game, The",2014,2084970.0,5941,2,8.0,827149.0,114,Biography,Drama,Thriller,0,0,M,M
Foxcatcher,2014,1100089.0,5942,1,7.0,149523.0,134,Biography,Drama,History,0,0,M,unknown
Magic in the Moonlight,2014,2870756.0,5947,3,6.5,71008.0,97,Comedy,Drama,Romance,0,0,M,M
Penguins of Madagascar,2014,1911658.0,5950,0,6.6,102625.0,92,Action,Adventure,Animation,0,0,M,M
"Single Moms Club, The",2014,2465140.0,5953,3,5.4,7000.0,111,Comedy,Drama,,0,0,M,M
Barbie and the Secret Door,2014,3921852.0,5956,3,5.6,1861.0,81,Animation,Family,,1,0,M,M
About a Girl,2014,3334794.0,5957,3,6.6,903.0,104,Comedy,Drama,,0,0,M,M
Selma,2014,1020072.0,5959,3,7.5,95614.0,128,Biography,Drama,History,1,0,F,M
En duva satt p&aring; en gren och funderade p&aring; tillvaron,2014,1883180.0,5965,1,6.9,19665.0,101,Comedy,Drama,Fantasy,0,0,M,M
"Theory of Everything, The",2014,2980516.0,5970,3,7.7,483195.0,123,Biography,Drama,Romance,0,1,M,M
Wild,2014,2305051.0,5971,3,7.1,139214.0,115,Adventure,Biography,Drama,0,1,unknown,M
This Is Where I Leave You,2014,1371150.0,5977,2,6.6,89502.0,103,Comedy,Drama,,0,0,M,M
Leviathan,2014,2802154.0,5978,3,7.6,57009.0,140,Crime,Drama,,0,0,M,M
Ouija,2014,1204977.0,5981,3,4.5,57087.0,89,Horror,Mystery,Thriller,0,1,unknown,F
"Homesman, The",2014,2398231.0,5982,1,6.6,35881.0,122,Drama,Western,,0,0,M,M
Frozen in Time,2014,4150316.0,5993,0,5.6,109.0,46,Adventure,Animation,Family,0,1,M,F
"Hobbit: The Battle of the Five Armies, The",2014,2310332.0,5994,1,7.4,573713.0,144,Adventure,Fantasy,,0,1,M,F
Paddington,2014,1109624.0,5997,3,7.3,134170.0,95,Adventure,Comedy,Family,0,0,M,M
Into the Woods,2014,2180411.0,6000,3,5.9,148247.0,125,Adventure,Comedy,Drama,0,0,M,M
"Interview, The",2014,2788710.0,6001,1,6.5,355632.0,112,Action,Adventure,Comedy,0,0,M,M
Annie,2014,1823664.0,6003,3,5.4,40650.0,118,Comedy,Drama,Family,0,1,M,M
Mommy,2014,3612616.0,6007,3,8.0,61998.0,139,Drama,,,0,0,M,M
Mr. Turner,2014,2473794.0,6009,1,6.8,27233.0,150,Biography,Drama,History,0,0,M,M
St. Vincent,2014,2170593.0,6010,3,7.2,108689.0,102,Comedy,Drama,,0,0,M,M
"Babadook, The",2014,2321549.0,6011,3,6.8,248164.0,94,Drama,Horror,Mystery,1,1,F,F
Unbroken,2014,1809398.0,6013,0,7.2,183098.0,137,Action,Biography,Drama,1,1,F,M
Exodus: Gods and Kings,2014,1528100.0,6019,2,6.0,179563.0,150,Action,Adventure,Drama,0,0,M,M
A Noite da Virada,2014,4299406.0,6023,3,4.8,261.0,90,Comedy,,,0,1,unknown,F
White Bird in a Blizzard,2014,2238050.0,6025,3,6.4,30028.0,91,Drama,Mystery,Thriller,0,1,M,M
Top Five,2014,2784678.0,6026,3,6.4,27706.0,102,Comedy,Romance,,0,0,M,M
Appropriate Behavior,2014,3077108.0,6032,3,6.5,4738.0,86,Comedy,Drama,Romance,1,1,F,F
They Came Together,2014,2398249.0,6034,3,5.6,24591.0,83,Comedy,Romance,,0,0,M,M
Good People,2014,1361318.0,6035,3,5.5,17325.0,90,Action,Adventure,Crime,0,1,M,M
A Girl Walks Home Alone at Night,2014,2326554.0,6036,3,6.9,38738.0,101,Drama,Horror,Romance,1,1,F,F
You&#39;re Not You,2014,1198156.0,6037,3,7.3,26881.0,102,Drama,,,0,1,M,F
I Origins,2014,2884206.0,6045,3,7.3,133913.0,106,Drama,Mystery,Romance,0,0,M,M
Zero Motivation,2014,3576084.0,6050,3,7.2,4531.0,97,Comedy,Drama,,1,1,F,F
"Two Days, One NIght",2014,2737050.0,6053,3,7.3,50615.0,95,Drama,,,0,0,M,M
Ei Kiitos,2014,2808680.0,6054,2,5.6,603.0,97,Comedy,,,0,0,M,unknown
Treehouse,2014,1791681.0,6061,3,3.8,2507.0,100,Horror,Mystery,Thriller,0,0,M,M
Still Alice,2014,3316960.0,6066,3,7.5,143731.0,101,Drama,,,0,1,M,M
Zombeavers,2014,2784512.0,6091,3,4.8,20566.0,77,Comedy,Horror,,0,0,M,M
Project Almanac,2014,2436386.0,6103,3,6.3,84371.0,106,Drama,Mystery,Sci-Fi,0,0,M,M
Kingsman: The Secret Service,2014,2802144.0,6108,3,7.7,717876.0,129,Action,Adventure,Comedy,0,1,M,F
"Disappearance of Eleanor Rigby: Her, The",2014,3720788.0,6109,3,6.9,9768.0,100,Drama,Romance,,0,0,M,M
A Most Violent Year,2014,2937898.0,6117,3,7.0,77869.0,125,Action,Crime,Drama,0,0,unknown,unknown
American Sniper,2014,2179136.0,6118,1,7.3,530882.0,133,Action,Biography,Drama,0,0,M,M
"Normal Heart, The",2014,1684226.0,6124,1,7.9,37845.0,132,Biography,Drama,History,0,0,M,M
Cake,2014,3442006.0,6128,3,6.4,38919.0,102,Drama,,,0,0,M,M
Parallels,2014,3479316.0,6139,3,6.0,15063.0,83,Action,Sci-Fi,,0,1,M,F
Magical Girl,2014,3089326.0,6143,3,7.2,7511.0,127,Drama,Thriller,,0,0,M,M
Une nouvelle amie,2014,3184934.0,6147,2,6.5,9140.0,108,Comedy,Drama,Romance,0,1,M,F
El Ni&ntilde;o,2014,2093990.0,6158,1,6.4,6515.0,136,Action,Adventure,Crime,0,0,M,M
Big Eyes,2014,1126590.0,6159,3,7.0,99302.0,106,Biography,Crime,Drama,0,0,M,M
Predestination,2014,2397535.0,6172,3,7.4,305755.0,97,Action,Drama,Sci-Fi,0,0,M,M
God&#39;s Pocket,2014,2920808.0,6178,1,6.1,12450.0,88,Crime,Drama,,0,0,M,M
My Father Must Die,2014,3368814.0,6179,3,5.5,1180.0,85,Crime,Mystery,Thriller,0,1,M,F
Dyke Hard,2014,3570168.0,6180,3,4.6,416.0,90,Action,Adventure,Comedy,1,1,F,F
Song of the Sea,2014,1865505.0,6182,3,8.0,63289.0,93,Adventure,Animation,Drama,0,0,M,M
Before I Go to Sleep,2014,1726592.0,6185,3,6.3,84344.0,92,Drama,Mystery,Thriller,0,0,M,M
"Love, Rosie",2014,1638002.0,6188,3,7.1,156073.0,102,Comedy,Romance,,0,1,M,F
Seventh Son,2014,1121096.0,6191,3,5.5,80591.0,102,Action,Adventure,Fantasy,0,0,M,M
Love Is Strange,2014,2639344.0,6195,2,6.7,13325.0,94,Drama,Romance,,1,1,F,F
Suite francaise,2014,900387.0,6196,3,7.0,28588.0,107,Drama,Romance,Thriller,0,1,M,M
Girlhood,2014,3655522.0,6198,3,7.0,10071.0,113,Drama,,,1,1,F,F
Someone Marry Barry,2014,1978532.0,6207,2,5.8,8319.0,87,Comedy,,,0,0,M,M
Near Death Experience,2014,3800012.0,6208,0,5.9,370.0,87,Comedy,Drama,,0,0,M,M
Feher isten,2014,2844798.0,6219,3,6.8,17100.0,121,Adventure,Drama,Thriller,0,1,M,M
"Scribbler, The",2014,2396721.0,6220,3,5.3,5153.0,88,Mystery,Sci-Fi,Thriller,0,0,M,M
Welcome to Me,2014,2788716.0,6225,3,5.9,19715.0,87,Comedy,Drama,,1,0,F,M
Cuban Fury,2014,2390237.0,6230,1,6.2,19998.0,98,Comedy,Romance,Sport,0,0,M,M
Pane e burlesque,2014,3284618.0,6247,3,5.1,214.0,86,Comedy,,,1,1,F,F
"Last Five Years, The",2014,2474024.0,6252,1,5.9,10769.0,94,Comedy,Drama,Musical,0,0,M,M
Relatos salvajes,2014,3011894.0,6256,3,8.1,217145.0,122,Comedy,Drama,Thriller,0,0,M,M
Gueros,2014,3499048.0,6258,2,7.5,5126.0,106,Comedy,Drama,,0,0,M,M
Thegidi,2014,3565264.0,6263,2,7.6,3065.0,126,Crime,Mystery,Thriller,0,0,unknown,unknown
Boy Meets Girl,2014,3007302.0,6264,3,7.1,4952.0,95,Comedy,Drama,Romance,0,0,M,M
My Old Lady,2014,2908856.0,6266,3,6.4,10040.0,107,Comedy,Drama,Romance,0,0,M,M
Ocho apellidos vascos,2014,2955316.0,6268,1,6.5,18571.0,98,Comedy,Romance,,0,0,M,M
Omoide no Mani (When Marnie Was There),2014,3398268.0,6304,3,7.6,48214.0,103,Animation,Drama,Family,0,1,M,F
Love &amp; Mercy,2014,903657.0,6305,2,7.4,42700.0,121,Biography,Drama,Music,0,0,M,M
Escobar: Paradise Lost,2014,2515030.0,6331,2,6.5,23411.0,120,Crime,Drama,History,1,1,F,F
"Houses October Built, The",2014,1958043.0,6344,0,5.2,10596.0,91,Horror,Thriller,,0,0,M,M
"Kumiko, the Treasure Hunter",2014,3263614.0,6348,3,6.6,12443.0,105,Drama,,,0,0,M,M
"Woman in Black 2: Angel of Death, The",2014,2339741.0,6368,3,4.8,29613.0,98,Drama,Horror,Thriller,0,1,M,M
La isla minima,2014,3253930.0,6370,2,7.2,36541.0,105,Crime,Mystery,Thriller,0,0,M,M
Learning to Drive,2014,3062976.0,6373,3,6.4,8223.0,90,Comedy,Drama,Romance,1,1,F,F
Infinitely Polar Bear,2014,1969062.0,6385,3,6.9,17065.0,90,Comedy,Drama,Romance,1,1,F,F
Angry Video Game Nerd: The Movie,2014,2123146.0,6400,3,5.4,7611.0,115,Adventure,Comedy,Sci-Fi,0,0,M,M
She&#39;s Funny That Way,2014,1767372.0,6413,3,6.1,28904.0,93,Comedy,Drama,,0,1,M,F
Outcast,2014,1552224.0,6416,3,4.6,14327.0,99,Action,Adventure,Thriller,0,0,M,M
Step Up All In,2014,2626350.0,6421,2,5.9,36107.0,112,Drama,Music,Romance,1,0,F,M
Black Sea,2014,2261331.0,6423,0,6.4,40946.0,114,Adventure,Drama,Thriller,0,0,M,M
A Brilliant Young Mind,2014,3149038.0,6425,1,7.1,30371.0,111,Drama,Romance,,0,0,M,M
"Ich seh, Ich seh",2014,3086442.0,6459,0,6.7,59976.0,99,Horror,Mystery,Thriller,1,1,M,F
Effie Gray,2014,1605798.0,6476,3,6.0,6856.0,104,Biography,Drama,Romance,0,1,M,F
Cooties,2014,2490326.0,6488,1,5.7,28685.0,88,Action,Comedy,Horror,0,1,M,F
Dohee-ya,2014,3661798.0,6490,3,6.9,3215.0,119,Drama,,,0,0,unknown,unknown
East Side Sushi,2014,2340650.0,6491,3,7.1,4596.0,106,Comedy,Drama,Family,0,0,M,M
"Falling, The",2014,3294200.0,6499,3,5.3,7982.0,102,Drama,Mystery,Thriller,1,1,F,F
Paper Planes,2014,3328716.0,6501,1,6.2,4769.0,96,Drama,Family,,0,0,M,M
Unfriended,2014,3713166.0,6504,3,5.6,81648.0,83,Horror,Mystery,Thriller,0,0,M,M
Tu Dors Nicole,2014,3483194.0,6509,3,6.9,2277.0,93,Comedy,Drama,,0,1,M,F
Big Game,2014,2088003.0,6513,0,5.4,35572.0,110,Action,Adventure,Comedy,0,0,M,M
It Follows,2014,3235888.0,6518,3,6.8,270065.0,100,Horror,Mystery,Thriller,0,0,M,M
Lust for Love,2014,2106529.0,6524,3,5.6,1590.0,85,Comedy,Romance,,0,0,M,M
"Taking of Deborah Logan, The",2014,3387648.0,6527,3,6.0,40519.0,90,Horror,Mystery,Thriller,0,0,M,M
Wyrmwood: Road of the Dead,2014,2535470.0,6528,3,6.2,18410.0,98,Action,Comedy,Horror,0,0,unknown,unknown
Let Us Prey,2014,3148348.0,6534,3,5.8,10770.0,92,Horror,Thriller,,0,1,M,F
Rosewater,2014,2752688.0,6545,1,6.6,10971.0,103,Biography,Drama,,0,1,M,M
Mercenaries,2014,3598222.0,6551,3,3.7,2764.0,89,Action,Adventure,,0,0,M,M
Dark Was the Night,2014,2251281.0,6552,1,5.6,11168.0,99,Drama,Horror,Thriller,0,0,M,M
Hits,2014,3145220.0,6583,3,5.8,2008.0,96,Comedy,Drama,,0,0,M,M
Miss Meadows,2014,3128900.0,6600,3,5.8,10113.0,88,Comedy,Crime,Drama,1,1,F,F
Comet,2014,2965412.0,6607,1,6.7,19692.0,91,Comedy,Drama,Romance,0,0,M,M
In the Courtyard,2014,2593224.0,6642,3,6.3,1449.0,97,Comedy,Drama,,0,0,M,M
Ask Me Anything,2014,2505294.0,6646,3,6.0,13005.0,100,Drama,,,1,1,F,F
Innocence,2014,1724965.0,6668,3,4.5,1406.0,96,Fantasy,Horror,Mystery,1,1,F,F
Hungry Hearts,2014,3344922.0,6672,2,6.5,5956.0,109,Drama,Romance,Thriller,0,1,M,M
While We&#39;re Young,2014,1791682.0,6673,3,6.3,53722.0,97,Comedy,Drama,Mystery,0,0,M,M
Spring,2014,3395184.0,6690,0,6.7,31505.0,109,Horror,Romance,Sci-Fi,0,0,M,M
"Like Sunday, Like Rain",2014,3104818.0,6724,3,6.9,5069.0,104,Drama,Music,,0,0,M,M
Court,2014,3717068.0,6731,1,7.6,5295.0,116,Drama,,,0,0,unknown,unknown
Life Partners,2014,2870808.0,6740,3,6.2,9244.0,93,Comedy,Drama,Romance,1,1,F,F
Amour fou,2014,3003800.0,6743,2,6.3,1757.0,96,Comedy,Drama,,1,1,F,F
Not Cool,2014,3569356.0,6747,3,3.5,5954.0,93,Comedy,Drama,Romance,0,0,M,M
Stretch,2014,2494280.0,6765,1,6.5,31986.0,94,Comedy,Crime,,0,0,M,M
Golden Era,2014,3696086.0,6773,2,6.4,1256.0,177,Biography,Drama,Romance,1,0,F,unknown
Cut Bank,2014,1661820.0,6784,3,6.1,13877.0,93,Crime,Drama,Mystery,0,0,M,M
River of Fundament,2014,3529612.0,6813,3,6.2,335.0,319,Drama,Music,,0,0,M,M
"Quiet Hour, The",2014,2645188.0,6831,3,4.6,1590.0,85,Drama,Sci-Fi,Thriller,1,1,F,F
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2014,3812402.0,6845,3,6.9,581.0,109,Crime,Drama,Family,1,1,F,F
Every Secret Thing,2014,1706598.0,6860,3,6.1,9223.0,93,Crime,Drama,Mystery,1,1,F,F
Eat with Me,2014,2274604.0,6864,3,6.9,1420.0,95,Comedy,Drama,Romance,0,0,M,M
Ju-on: Owari no hajimari,2014,3572132.0,6885,3,5.1,1720.0,91,Horror,,,0,0,M,M
Still the Water,2014,3230162.0,6906,3,6.7,3077.0,121,Drama,Romance,,1,1,F,F
Electricity,2014,2936470.0,6951,3,6.1,908.0,96,Drama,,,0,0,M,unknown
Der kleine Drache Kokosnuss,2014,3726220.0,6957,0,4.6,231.0,83,Animation,Family,,1,1,M,M
Primero De Enero,2014,3263732.0,6958,3,6.1,51.0,85,Drama,Family,,1,1,F,F
Faults,2014,3021360.0,6989,3,6.7,10846.0,89,Drama,Mystery,Thriller,0,0,M,M
Aloft,2014,2494384.0,6994,3,5.3,4068.0,112,Drama,,,1,1,F,F
Before We Go,2014,443465.0,6996,3,6.8,63953.0,95,Comedy,Drama,Romance,0,1,M,M
Land Ho!,2014,3283556.0,7007,3,6.0,2687.0,95,Adventure,Comedy,,1,1,M,M
5 Flights Up,2014,2933544.0,7036,3,6.2,11247.0,88,Comedy,Drama,,0,1,M,M
"Damned Thing, The",2014,3748076.0,7064,1,3.0,258.0,87,Horror,Thriller,,0,0,M,M
Sadilishteto,2014,2199436.0,7066,1,7.2,1014.0,107,Drama,,,0,0,M,M
Ardor,2014,1384925.0,7086,0,5.2,918.0,101,Drama,Western,,0,0,M,M
Jongens,2014,3318220.0,7133,1,7.4,16215.0,78,Drama,Romance,Sport,0,0,M,M
Anatomy of a Love Seen,2014,3546114.0,7203,3,4.7,2751.0,80,Drama,Romance,,1,1,F,F
Son of Batman,2014,3139072.0,7208,2,6.7,31307.0,74,Action,Adventure,Animation,0,0,M,M
Verden venter,2014,4800178.0,7226,3,7.5,26.0,112,Comedy,Drama,,1,1,F,F
Young Ones,2014,2693664.0,7254,1,5.8,10392.0,100,Action,Drama,Romance,0,0,M,M
Respire,2014,3365778.0,7275,3,7.0,7862.0,91,Drama,,,1,1,F,unknown
Clown,2014,1780798.0,7280,3,5.7,26374.0,100,Horror,Thriller,,0,0,M,M
"Gabby Douglas Story, The",2014,3386954.0,7314,1,6.9,1843.0,86,Biography,Drama,Sport,0,1,M,F
Nar dyrene drommer,2014,2818178.0,7431,1,5.8,4048.0,84,Drama,Fantasy,Horror,0,0,M,M
Fort Tilden,2014,3457734.0,7459,1,5.6,1617.0,98,Comedy,,,0,0,unknown,unknown
"Frame, The",2014,2567038.0,7516,3,6.5,3981.0,127,Crime,Drama,Fantasy,0,0,M,M
Margarita with a Straw,2014,2929690.0,7537,3,7.2,4113.0,100,Crime,Drama,,0,0,unknown,unknown
La belle et la bete,2014,2316801.0,7575,3,6.4,22554.0,112,Drama,Family,Fantasy,0,1,M,F
Ventos de Agosto,2014,3904770.0,7578,3,6.3,620.0,77,Drama,,,0,1,M,M
Out of the Dark,2014,2872724.0,7594,3,4.8,4599.0,92,Horror,Mystery,Thriller,0,0,unknown,M
Girltrash: All Night Long,2014,1555440.0,7633,3,6.2,1460.0,86,Comedy,Crime,Drama,1,1,F,F
Perfect Sisters,2014,2027231.0,7692,3,5.6,7124.0,96,Crime,Drama,Thriller,0,0,M,unknown
Haider,2014,3390572.0,7713,2,8.0,57989.0,160,Action,Crime,Drama,0,0,unknown,M
Da Sweet Blood of Jesus,2014,3104930.0,7730,3,4.5,1950.0,123,Comedy,Drama,Horror,0,0,unknown,unknown
H.,2014,3666210.0,7764,1,5.9,550.0,93,Drama,Sci-Fi,Thriller,1,1,F,F
Sharknado 2: The Second One,2014,3062074.0,7776,3,4.0,20572.0,95,Action,Adventure,Comedy,0,0,M,unknown
Trash,2014,1921149.0,7777,1,7.1,22862.0,114,Adventure,Crime,Drama,0,0,M,M
"Lookalike, The",2014,2497980.0,7849,3,5.3,2919.0,100,Crime,Thriller,,0,1,M,F
Creep,2014,2428170.0,7880,0,6.3,68693.0,77,Horror,Thriller,,0,0,M,M
Last Shift,2014,2965466.0,7885,3,5.8,23767.0,88,Horror,Mystery,,0,0,M,M
Search Party,2014,2758904.0,7898,2,5.6,8285.0,93,Adventure,Comedy,,0,0,M,M
Sora no Otoshimono Final: Eternal My Master,2014,3438514.0,7937,1,6.1,340.0,50,Animation,Comedy,Fantasy,0,0,M,unknown
Better Living Through Chemistry,2014,1609479.0,7974,1,6.2,15682.0,91,Comedy,Drama,,0,0,M,M
Jacky in the kingdom of women,2014,2382422.0,8099,3,6.1,2693.0,87,Comedy,,,0,0,M,M
"Last: Naruto the Movie, The",2014,3717532.0,8119,2,7.6,17757.0,112,Action,Adventure,Animation,0,0,M,unknown
Conducta,2014,3595966.0,8122,3,7.5,1610.0,108,Drama,,,0,1,M,M
"Town That Dreaded Sundown, The",2014,2561546.0,8162,3,5.6,16752.0,86,Horror,Mystery,Thriller,0,0,M,M
Night at the Museum: Secret of the Tomb,2014,2692250.0,8236,1,6.2,135966.0,98,Adventure,Comedy,Family,0,0,M,M
Dracula Untold,2014,829150.0,8316,0,6.2,208054.0,92,Action,Drama,Fantasy,0,0,M,M
Dolphin Tale 2,2014,2978462.0,8327,3,6.4,9820.0,107,Drama,Family,,0,1,M,M
Dumb and Dumber 2,2014,2096672.0,8328,3,5.6,145608.0,109,Comedy,,,0,0,M,M
Heaven Is For Real,2014,1929263.0,8330,2,5.8,28675.0,99,Biography,Drama,Family,0,1,M,M
Horrible Bosses 2,2014,2170439.0,8331,1,6.3,185184.0,108,Comedy,Crime,,0,0,M,M
Earth To Echo,2014,2183034.0,8333,1,5.7,19811.0,91,Adventure,Family,Sci-Fi,0,0,M,M
About Last Night,2014,1826590.0,8340,2,6.0,25145.0,100,Comedy,Romance,,0,1,M,unknown
What We Did on Our Holiday,2014,2725962.0,8361,3,6.9,24643.0,95,Comedy,Drama,,0,0,M,M
Deliver Us From Evil,2014,2377322.0,8377,2,6.2,85918.0,118,Crime,Fantasy,Horror,0,1,M,M
Viharsarok,2014,2474310.0,8531,1,6.8,4681.0,105,Drama,Romance,Sport,0,0,M,M
Der Kreis,2014,3148952.0,8560,1,7.3,1694.0,102,Biography,Drama,Romance,0,0,M,M
Out in the Night,2014,3717242.0,8561,3,7.2,110.0,75,Biography,Crime,Documentary,0,0,unknown,unknown
Dolares de arena (Sand Dollars),2014,3958098.0,8605,3,5.9,554.0,84,Drama,,,1,1,M,M
Date and Switch,2014,1878942.0,8650,2,5.7,8495.0,91,Comedy,Drama,Romance,0,0,M,M
Extirpador de Idolatrias,2014,3010990.0,8689,3,6.7,29.0,86,Drama,Fantasy,Mystery,0,0,M,M
Highway,2014,2980794.0,8739,0,7.6,30512.0,133,Crime,Drama,Romance,0,0,M,M
Sex Ed,2014,2751310.0,8957,3,5.6,5687.0,92,Comedy,Romance,,0,0,M,M
Alex of Venice,2014,2977090.0,9162,3,5.8,3392.0,86,Drama,,,0,1,M,F
Taken 3,2014,2446042.0,9415,1,6.0,204540.0,108,Action,Adventure,Crime,0,0,M,M
"Tempest, The",2014,3840898.0,9506,3,8.2,345.0,169,Comedy,Drama,,0,0,M,M
Gekijouban Hakuouki: Dainishou shikon soukyou,2014,5825186.0,9522,0,6.7,126.0,87,Animation,,,0,0,M,unknown
PK,2014,2338151.0,9659,2,8.1,201811.0,153,Comedy,Drama,Sci-Fi,0,0,M,M
Awesome Asian Bad Guys,2014,3153524.0,9665,1,6.9,111.0,52,Action,Comedy,,0,0,M,M
Mass Extinction: Life at the Brink,2014,4264406.0,10056,0,7.8,60.0,46,Documentary,,,1,0,F,unknown
Moomins on the Riviera,2014,2371399.0,10162,3,6.0,1492.0,80,Animation,Comedy,Family,1,1,M,F
Big Stone Gap,2014,3254796.0,10180,3,5.7,3333.0,103,Comedy,Family,Mystery,1,1,F,F
Cloud 9,2014,2762970.0,10225,3,6.4,5681.0,85,Drama,Family,Sport,0,0,M,M
"Nut Job, The",2014,1821658.0,10255,3,5.7,30289.0,85,Adventure,Animation,Comedy,0,0,M,M
12 Dog Days Till Christmas,2014,3579698.0,10318,3,4.7,564.0,90,Comedy,Drama,Family,0,1,M,M
Robot Overlords,2014,2145829.0,10412,1,4.6,7692.0,90,Action,Adventure,Sci-Fi,0,0,M,M
Christmas Under Wraps,2014,4180032.0,10633,3,6.2,6252.0,88,Comedy,Drama,Romance,0,1,M,M
Tusk,2014,3099498.0,10954,0,5.3,63558.0,102,Comedy,Horror,,0,0,M,M
"El patr&oacute;n, radiograf&iacute;a de un crimen",2014,3854234.0,10968,1,7.3,2594.0,90,Crime,Drama,,0,0,M,M
Meet the Mormons,2014,4003774.0,10970,3,6.5,2047.0,78,Documentary,,,0,0,unknown,unknown
How old are you?,2014,3734466.0,11225,3,7.1,1554.0,122,Drama,,,0,0,unknown,M
Endless Love,2014,2318092.0,11236,1,6.2,47659.0,104,Drama,Mystery,Romance,1,1,F,F
Frau Muller muss weg,2015,4216934.0,6048,3,6.2,1958.0,83,Comedy,,,0,1,M,M
"Wedding Ringer, The",2015,884732.0,6065,3,6.6,80335.0,101,Comedy,Romance,,0,0,M,M
Ex Machina,2015,470752.0,6084,1,7.7,592904.0,108,Drama,Sci-Fi,Thriller,0,0,M,M
Strange Magic,2015,4191054.0,6093,3,5.7,12245.0,99,Adventure,Animation,Comedy,0,1,M,M
"Summer of Sangaile, The",2015,2994832.0,6094,3,6.4,3418.0,90,Drama,Romance,,0,0,unknown,unknown
Mortdecai,2015,3045616.0,6098,1,5.5,76956.0,107,Action,Adventure,Comedy,0,0,M,M
Jupiter Ascending,2015,1617661.0,6101,3,5.3,194848.0,127,Action,Adventure,Sci-Fi,1,1,F,F
"SpongeBob Movie: Sponge Out of Water, The",2015,2279373.0,6105,2,6.0,61349.0,92,Adventure,Animation,Comedy,0,0,M,M
"Duke of Burgundy, The",2015,2570858.0,6107,3,6.5,14388.0,104,Drama,Romance,,0,0,M,M
Fifty Shades of Grey,2015,2322441.0,6113,3,4.2,336484.0,125,Drama,Romance,Thriller,0,1,M,F
"DUFF, The",2015,1666801.0,6125,3,6.4,101834.0,101,Comedy,Romance,,0,0,M,M
Bad Hair Day,2015,3856042.0,6132,3,5.8,3677.0,87,Adventure,Comedy,Family,0,0,M,M
Chappie,2015,1823672.0,6134,1,6.8,270358.0,120,Action,Crime,Drama,0,1,M,M
Home,2015,2224026.0,6148,3,6.5,111829.0,94,Adventure,Animation,Comedy,0,0,M,M
Cinderella,2015,1661199.0,6152,3,6.9,191206.0,105,Adventure,Drama,Family,0,0,M,M
"Three Es, The",2015,4247740.0,6156,3,7.6,34.0,88,Drama,,,0,0,M,M
Insurgent,2015,2908446.0,6157,3,6.2,255744.0,119,Action,Adventure,Sci-Fi,0,1,M,M
Tod den Hippies!! Es lebe der Punk!,2015,3397082.0,6163,1,5.6,715.0,104,Comedy,Crime,Drama,0,0,M,M
"Lazarus Effect, The",2015,2918436.0,6166,3,5.2,46240.0,83,Horror,Mystery,Sci-Fi,0,0,M,M
Furious 7,2015,2820852.0,6186,3,7.1,415690.0,137,Action,Crime,Thriller,0,0,M,M
